userName,major,researchExp,industryExp,specialization,toeflScore,program,department,toeflEssay,internExp,greV,greQ,userProfileLink,journalPubs,greA,topperCgpa,termAndYear,confPubs,ugCollege,gmatA,cgpa,gmatQ,cgpaScale,gmatV,univName,admit
manoswitha,Computer Science,0,0,Information Assurance,90,MS,CSE,,0,143,157,http://www.edulix.com/unisearch/user.php?uid=162720,0,3.5,0,Spring - 2013,0,Malla Reddy College of Engineering and Technology,,74.46,,100,,University of Texas Dallas,1
manprao,Electrical Engg/ comp engg,0,0,Embedded Systems,107,MS,Electronics and Communication,,0,610,740,http://www.edulix.com/unisearch/user.php?uid=4247,0,4,86.4,Fall - 2011,0,VTU,,71,,100,,University of Texas Dallas,1
manvi90,Computer Science,34,0,,106,MS,Computer Science,,4,160,163,http://www.edulix.com/unisearch/user.php?uid=243503,2,3,85.79,Spring - 2015,5,Guru Gobind Singh Indraprashta University,,85.79,,100,,University of Texas Dallas,1
manvims,Computer Science,0,0,,106,MS,Computer Engineering,29,0,510,720,http://www.edulix.com/unisearch/user.php?uid=104357,0,3,75,Fall - 2012,0,MU,,69,,100,,University of Texas Dallas,1
mark2adi,Computer Science,12,0,Artificial Intelligence,110,MS,Electronics and Telecommunication,,0,150,166,http://www.edulix.com/unisearch/user.php?uid=255793,1,3.5,78,Fall - 2015,0,Pune University,,70,,100,,University of Texas Dallas,1
marloper,Comp Science/Comp Networks/Comp Engg,0,0,Networking,109,MS,Information Technology,,0,610,800,http://www.edulix.com/unisearch/user.php?uid=4560,0,3.5,86,Fall - 2011,0,Anna University,,77,,100,,University of Texas Dallas,1
maruthy_jakkam,Computer Science,0,0,,87,MS,Mechanical,,0,580,730,http://www.edulix.com/unisearch/user.php?uid=130463,0,3,85,Fall - 2012,0,CBIT,,72.2,,100,,University of Texas Dallas,1
masters5391,Computer Science,0,38,Data Analytics,110,MS,CSE,,0,153,161,http://www.edulix.com/unisearch/user.php?uid=275503,0,3,87,Spring - 2016,0,VTU,,83.33,,100,,University of Texas Dallas,1
maulik23,MIS,0,0,,115,MS,Arts and Technology,,0,162,162,http://www.edulix.com/unisearch/user.php?uid=188684,0,4,0,Fall - 2013,0,University of Texas at Dallas,,0,,0,,University of Texas Dallas,1
maurya.abhinav,Computer Science,0,0,,101,MS,Computer Engineering,27,0,157,159,http://www.edulix.com/unisearch/user.php?uid=211307,0,3,82,Fall - 2015,0,Vidyavardhini\'s College of Engg and Technology,,73.22,,100,,University of Texas Dallas,1
Max90,Computer Science,0,0,Networks,106,MS,Information technology,,0,151,163,http://www.edulix.com/unisearch/user.php?uid=183043,0,3,0,Spring - 2014,0,Anna University,,80,,100,,University of Texas Dallas,1
maxmiaggi,Computer Engineering,0,0,EE / VLSI,107,MS,ECE,,0,149,166,http://www.edulix.com/unisearch/user.php?uid=173519,0,4,9.58,Fall - 2013,0,VIT,,8.75,,10,,University of Texas Dallas,1
maxpayne2011,Comp Science/Comp Networks/Comp Engg,0,0,,119,MS,Computer Science,,0,580,740,http://www.edulix.com/unisearch/user.php?uid=123137,0,4,84,Fall - 2012,0,JNTU,,70,,100,,University of Texas Dallas,1
maxsjohn,Computer Science,0,0,,94,MS,Electronics And Communication,23,0,149,158,http://www.edulix.com/unisearch/user.php?uid=194801,0,3,82,Fall - 2014,0,St Joseph's College of Engineering,,75.45,,100,,University of Texas Dallas,1
mayank2588,MIS,0,0,BI and ERP,91,MS,Computer Engineering,,0,550,710,http://www.edulix.com/unisearch/user.php?uid=132036,0,3.5,80,Fall - 2012,0,University of Mumbai,,67,,100,,University of Texas Dallas,1
mayankmalladi,Mechanical Engineering,0,0,,96,MS,Mechanical,,0,380,780,http://www.edulix.com/unisearch/user.php?uid=6948,0,4,0,Fall - 2011,0,MU,,65,,100,,University of Texas Dallas,1
mayank_sinha,MIS,0,0,,96,MS,Computer Science,,0,145,154,http://www.edulix.com/unisearch/user.php?uid=139704,0,3,9.6,Spring - 2013,0,VIT Pune,,7.78,,10,,University of Texas Dallas,1
maymah,Computer Science,0,0,,102,MS,Computer Science,,0,153,158,http://www.edulix.com/unisearch/user.php?uid=151751,0,3,0,Fall - 2012,0,RGTU,,66.78,,100,,University of Texas Dallas,1
Mayur Kulkarni,Computer Science,0,0,Computer Networks,109,MS,Computer Science,,0,158,160,http://www.edulix.com/unisearch/user.php?uid=171715,0,,86.5,Fall - 2013,0,VTU,,81.07,,100,,University of Texas Dallas,1
MayurGk,Computer Science,0,0,,108,MS,Computer Engg,,0,161,158,http://www.edulix.com/unisearch/user.php?uid=223813,0,3,9.76,Fall - 2014,0,VIT Pune,,7.95,,10,,University of Texas Dallas,1
mayurikini,Computer Science,0,0,,91,MS,I.T,,0,144,158,http://www.edulix.com/unisearch/user.php?uid=205688,0,3,79.78,Fall - 2014,0,MU,,74.78,,100,,University of Texas Dallas,1
mbs25141425,Computer Science,0,0,,91,MS,Electrical Engineering,,0,145,162,http://www.edulix.com/unisearch/user.php?uid=200567,0,3,9.8,Spring - 2014,0,IIT BHU,,6.54,,10,,University of Texas Dallas,1
mccsthisfall,Computer Science,0,0,Software Engineering,106,MS,IT,,0,610,800,http://www.edulix.com/unisearch/user.php?uid=4251,0,3.5,82,Fall - 2011,0,Delhi College Of Engineeing,,74.1,,100,,University of Texas Dallas,1
megalomaniac88,Electrical Engineering,0,0,Telecom/Wireless/Networks,113,MS,Electronics and Communication,,0,590,790,http://www.edulix.com/unisearch/user.php?uid=11474,0,4,86,Fall - 2012,0,GGSIPU,,76,,100,,University of Texas Dallas,1
meghanasa,Computer Science,0,0,Data Science,110,MS,Computer Science,,5,153,163,http://www.edulix.com/unisearch/user.php?uid=240561,0,3.5,0,Fall - 2015,0,VTU,,8.86,,10,,University of Texas Dallas,1
meghashyam.ps,Telecommunication,0,0,networking,106,MS,Electronics and Communication,,0,550,800,http://www.edulix.com/unisearch/user.php?uid=6883,0,4,80,Fall - 2011,0,VTU,,72.2,,100,,University of Texas Dallas,1
mehta.vishal.360,Electrical Engineering,0,0,mostly Embedded,97,MS,Electronics Engineering,,0,147,161,http://www.edulix.com/unisearch/user.php?uid=130999,0,3,9.5,Spring - 2013,0,NIT Surat,,8.02,,10,,University of Texas Dallas,1
mehul.24,Computer Science,0,0,,104,MS,Computer,,0,520,800,http://www.edulix.com/unisearch/user.php?uid=132011,0,3.5,72,Fall - 2012,0,Pune University,,66,,100,,University of Texas Dallas,1
mek09,Electrical Engineering,0,0,Major interests: VLSI Digital Systems Design VLSI architectures. Others: Analog and mixed signal design.,,MS,Electronics and Communication Engineering (2005-2009)),,0,150,162,http://www.edulix.com/unisearch/user.php?uid=138092,0,4,91,Fall - 2012,0,Jaypee Institute of Information Technology,,85,,100,,University of Texas Dallas,1
metpalash,(MIS / MSIM / MSIS / MSIT),0,14,,95,MS,ICT,,6,147,165,http://www.edulix.com/unisearch/user.php?uid=248676,0,3,9,Fall - 2016,0,DA-IICT,,6.5,,10,,University of Texas Dallas,1
metta85,Telecommunication,0,0,wirelesscommunications and net-works,95,MS,Amity Institute of Technology and Management,,0,149,163,http://www.edulix.com/unisearch/user.php?uid=164641,0,3.5,9.5,Fall - 2014,0,Amity University,,8.12,,10,,University of Texas Dallas,1
meyyalagan,Computer Science,0,0,Software Engineering or database,92,MS,Computer Science,,0,370,750,http://www.edulix.com/unisearch/user.php?uid=8338,0,3.5,88,Fall - 2011,0,Anna University,,74.5,,100,,University of Texas Dallas,1
midouban,Computer Science,0,0,,112,MS,Computer,30,0,670,790,http://www.edulix.com/unisearch/user.php?uid=9711,0,5,78,Fall - 2013,0,MU,,61,,100,,University of Texas Dallas,1
milindjindal1,Computer Engineering/Comp Science,30,30,Computer Science,102,MS,Information Technology,,4,156,161,http://www.edulix.com/unisearch/user.php?uid=170611,0,3,84,Fall - 2014,0,College Of Engineering Roorkee,,71,,100,,University of Texas Dallas,1
minCh,Computer Science,0,36,,114,MS,CSE,,0,149,157,http://www.edulix.com/unisearch/user.php?uid=211770,0,4,9.5,Fall - 2014,0,VTU,,8.88,,10,,University of Texas Dallas,1
minni,Computer Science,0,0,,99,MS,IT,,0,480,750,http://www.edulix.com/unisearch/user.php?uid=9259,0,3.5,81,Fall - 2011,0,JNTU,,78,,100,,University of Texas Dallas,1
mirthychaos,MIS,0,0,,98,MS,E&TC;,27,0,145,159,http://www.edulix.com/unisearch/user.php?uid=11863,0,3,75,Fall - 2012,0,MU,,64,,100,,University of Texas Dallas,1
mis-aspirant2013,MIS-management related courses,0,0,,118,MS,Electronics,5,0,155,157,http://www.edulix.com/unisearch/user.php?uid=167077,0,5,0,Fall - 2014,0,Vidyalankar Institute of Technology,,0,,0,,University of Texas Dallas,1
MISFALL12,MIS,0,0,,99,MS,Computer,,0,530,800,http://www.edulix.com/unisearch/user.php?uid=146268,0,3,0,Fall - 2012,0,VIT,,8.53,,10,,University of Texas Dallas,1
mishu123,Electrical Engineering,0,59,Digital VLSI,108,MS,Electrical,25,12,157,168,http://www.edulix.com/unisearch/user.php?uid=160756,0,3,8.6,Fall - 2014,0,GBPUAT Pantnagar,,8.3,,10,,University of Texas Dallas,1
missbhatnagar,Computer Science,0,0,,,MS,Computer Sciences,,0,155,161,http://www.edulix.com/unisearch/user.php?uid=126158,0,4,84,Fall - 2012,0,Indira Gandhi Institute Of Technology,,81,,100,,University of Texas Dallas,1
mission_ms_fall2011,Computer engineering VLSI CAD,0,0,VLSI/CAD,112,MS,Electronics & Instrumentation,,0,670,770,http://www.edulix.com/unisearch/user.php?uid=9811,0,4,83.7,Fall - 2011,0,SGSITS,,83.7,,100,,University of Texas Dallas,1
mitesh91,MIS,0,0,Information Technology,108,MS,Information Technology,,0,143,161,http://www.edulix.com/unisearch/user.php?uid=142433,0,3.5,76,Fall - 2012,0,Vidyalankar Institute of Technology,,63,,100,,University of Texas Dallas,1
mithun17,Computer Science,0,0,High Performance Computing,100,MS,CS,,0,400,790,http://www.edulix.com/unisearch/user.php?uid=4233,0,3.5,85,Fall - 2011,0,Anna University,,76,,100,,University of Texas Dallas,1
mithung68,Electrical Engineering,0,0,vlsi,99,MS,ECE,,0,140,163,http://www.edulix.com/unisearch/user.php?uid=193472,0,3,0,Fall - 2013,0,BMSIT,,82,,100,,University of Texas Dallas,1
mithunpaul08,Computer Science,0,0,Crypto/InformationSecurity/Network Security,112,MS/PhD,Chemical Engg,,0,730,670,http://www.edulix.com/unisearch/user.php?uid=144185,0,4.5,9.9,Fall - 2012,0,BITS Pilani,,6,,10,,University of Texas Dallas,1
mitsd,CS,0,0,,91,MS,0,,0,,1160,http://www.edulix.com/unisearch/user.php?uid=183687,0,3,0,Fall - 2013,0,,,0,,0,,University of Texas Dallas,1
mittalashwin,CS / MSIS / ITM,4,56,Data Sciences,97,MS,Chemical,,4,152,170,http://www.edulix.com/unisearch/user.php?uid=248866,0,3.5,9.09,Fall - 2015,0,Manipal Institue of Technology,,6.64,,10,,University of Texas Dallas,1
mka89,Electrical Engineering,0,0,Electrical,108,MS,Electrical and Electronics,,0,640,800,http://www.edulix.com/unisearch/user.php?uid=136252,0,4,9.01,Fall - 2013,0,Amrita School of Engineering,,7.73,,10,,University of Texas Dallas,1
Mohan223,MIS,0,0,,,MS,CS,,0,28,46,http://www.edulix.com/unisearch/user.php?uid=8700,0,4,0,Fall - 2011,0,BITS Pilani,,7.1,,10,,University of Texas Dallas,1
mohanasudhan,Electrical Engg/ comp engg,0,0,Embedded,94,MS,Electrical and Electronic enginnering,,0,400,790,http://www.edulix.com/unisearch/user.php?uid=7537,0,2.5,9.2,Fall - 2011,0,Anna University,,9.01,,10,,University of Texas Dallas,1
mohanr2108,Electrical Engineering,0,0,Embedded Systems/VLSI,92,MS,Telecommunications,,0,145,156,http://www.edulix.com/unisearch/user.php?uid=166873,0,3,0,Fall - 2013,0,Dr Ambedkar Institute of Technology,,82.57,,100,,University of Texas Dallas,1
mohiniyende,Management Information System,0,43,,100,MS,Electronics and telecom,,3,148,162,http://www.edulix.com/unisearch/user.php?uid=207642,0,4,0,Fall - 2015,0,Pune University,,64,,100,,University of Texas Dallas,1
mohit201189,Comp Science/Comp Networks/Comp Engg,0,0,,95,MS,IT,,0,145,155,http://www.edulix.com/unisearch/user.php?uid=190605,0,3.5,0,Spring - 2014,0,BVCOE,,67,,100,,University of Texas Dallas,1
mohit54gupta@gmail.com,Computer Engineering,0,0,VLSI,84,MS,Electronics and Communication,,0,145,164,http://www.edulix.com/unisearch/user.php?uid=238816,0,3,0,Fall - 2014,0,Kurukshetra University,,7.82,,10,,University of Texas Dallas,1
mohitb117,Comp Science/Comp Networks/Comp Engg,0,0,,101,MS,CSE,,0,149,160,http://www.edulix.com/unisearch/user.php?uid=129315,0,3,89,Fall - 2012,0,GGSIPU,,79,,100,,University of Texas Dallas,1
Mohith888,Computer Science,0,0,,,MS,Information Science,,0,,,http://www.edulix.com/unisearch/user.php?uid=242488,0,,10,Fall - 2015,0,Nitte University,,8.1,,10,,University of Texas Dallas,1
mohitkumar39,Computer Engineering,0,0,Computer Networking,99,MS,Electronics and Telecommunication,,0,510,780,http://www.edulix.com/unisearch/user.php?uid=5004,0,3,80.7,Fall - 2012,0,College Of Engineering Roorkee,,77.8,,100,,University of Texas Dallas,1
mohit_motiani,Computer Science,0,6,,87,MS,Computer Science,24,2,139,158,http://www.edulix.com/unisearch/user.php?uid=177995,0,3,80,Spring - 2014,0,RTU/Government Engineering College Ajmer,,80,,100,,University of Texas Dallas,1
mondeep1,Computer Science,0,0,,112,MS,Electronics,,0,590,750,http://www.edulix.com/unisearch/user.php?uid=128108,0,3,77,Fall - 2012,0,YCCE,,67,,100,,University of Texas Dallas,1
moniblue,MIS,0,0,,113,MS,IT,,0,680,730,http://www.edulix.com/unisearch/user.php?uid=9295,0,4,70,Fall - 2011,0,Pune University,,53,,100,,University of Texas Dallas,1
MonicaGeller,Computer Engineering,0,0,,103,MS,Computer Engineering,,0,149,159,http://www.edulix.com/unisearch/user.php?uid=167965,0,3.5,0,Fall - 2013,0,PESIT,,0,,0,,University of Texas Dallas,1
Mozi,Electrical Engineering,0,0,Embedded / VLSI,107,MS,ECE,,0,150,158,http://www.edulix.com/unisearch/user.php?uid=175412,0,3.5,9.4,Fall - 2013,0,VTU,,8.99,,10,,University of Texas Dallas,1
mpraveen,Management Information System,0,22,,110,MS,Computer Science and Engineering,,0,146,161,http://www.edulix.com/unisearch/user.php?uid=135926,0,3,9.1,Spring - 2015,0,RMK Engineering College,,8,,10,,University of Texas Dallas,1
mpsingh,MIS,0,28,,93,MS,Electronics & Communication Engg,23,0,550,750,http://www.edulix.com/unisearch/user.php?uid=207688,0,2.5,0,Spring - 2015,0,Chitkara University,,74.7,,100,,University of Texas Dallas,1
MrAnderson,Electronics and electrical engineering,0,0,Embedded Systems/Computer Engg.,113,MS,ECE,,0,160,162,http://www.edulix.com/unisearch/user.php?uid=168344,0,4,88,Fall - 2013,0,BMSCE,,78,,100,,University of Texas Dallas,1
mrigaya12,Management Information System,0,0,,105,MS,electronics & telecommunication,,0,155,155,http://www.edulix.com/unisearch/user.php?uid=189367,0,3,0,Fall - 2013,0,Atharva College,,65.2,,100,,University of Texas Dallas,1
mrnobody,Computer Science,0,0,Computer Security,103,MS,Computer Science,,0,141,163,http://www.edulix.com/unisearch/user.php?uid=142393,0,4,0,Fall - 2012,0,R V College of Engineering,,72,,100,,University of Texas Dallas,1
mrockk,Computer Science,0,0,,109,MS,Comps,,0,150,165,http://www.edulix.com/unisearch/user.php?uid=185544,0,3.5,0,Fall - 2013,0,K J Somaiya College of Engiineering,,63,,100,,University of Texas Dallas,1
mrsan22,Computer Science,0,25,DB/AI,101,MS,CSE,30,0,151,157,http://www.edulix.com/unisearch/user.php?uid=146598,0,4,0,Fall - 2014,0,VTU,,75.2,,100,,University of Texas Dallas,1
mrsk,Electrical Engineering,0,0,Power & Control Systems,,MS,EEE,,0,,,http://www.edulix.com/unisearch/user.php?uid=139710,0,,0,Spring - 2012,0,Anna University,,0,,0,,University of Texas Dallas,1
mrunalpatki,Computer Science,0,0,computer networks/Algorithms,110,MS,Computer science,,0,580,800,http://www.edulix.com/unisearch/user.php?uid=116921,0,4,86,Fall - 2012,0,BVBCET,,75.55,,100,,University of Texas Dallas,1
ms2011sagar,Computer Science,0,0,General,105,MS,Electronics & Telecommunication,,0,540,800,http://www.edulix.com/unisearch/user.php?uid=5974,0,4,82,Fall - 2011,0,University of Mumbai,,61,,100,,University of Texas Dallas,1
msaspi03,MIS,0,0,,90,MS,0,28,0,146,152,http://www.edulix.com/unisearch/user.php?uid=172656,0,3,82,Spring - 2013,0,,,70,,100,,University of Texas Dallas,1
mscsapp,Computer Science,12,18,General,109,MS,Electronics and Telecommunication,27,3,160,161,http://www.edulix.com/unisearch/user.php?uid=226454,1,3,83,Fall - 2014,0,MU,,67.21,,100,,University of Texas Dallas,1
mscsusa,Computer Science,0,0,Networks/Security,90,MS,Computer Science,,0,520,800,http://www.edulix.com/unisearch/user.php?uid=7850,0,4,7.9,Fall - 2011,0,Reputed private institute [deemed university] equivalent in standard to a upper-middle-ranked NIT,,6,,10,,University of Texas Dallas,1
mscs_2011,Information Security,0,0,Information Security,117,MS,Computer Science,,0,540,780,http://www.edulix.com/unisearch/user.php?uid=7610,0,4,10,Fall - 2011,0,BITS Pilani,,8.4,,10,,University of Texas Dallas,1
msevalr,Computer Science,0,0,,112,MS,Computer Science,,0,610,720,http://www.edulix.com/unisearch/user.php?uid=140103,0,4.5,89,Fall - 2012,0,Sri Sairam Engineering College,,82,,100,,University of Texas Dallas,1
msharma,Computer Science,0,0,,106,MS,Computer,,0,153,163,http://www.edulix.com/unisearch/user.php?uid=181072,0,3,68.89,Fall - 2013,0,MU,,68.89,,100,,University of Texas Dallas,1
mskumar1986,Computer Science,0,0,,90,MS,ECE,24,0,153,170,http://www.edulix.com/unisearch/user.php?uid=155549,0,3.5,84,Spring - 2013,0,Osmania University,,77,,100,,University of Texas Dallas,1
msmohit004,Computer Science,0,0,Artificial Intelligence,113,MS,Computer,29,0,520,800,http://www.edulix.com/unisearch/user.php?uid=118454,0,4,75,Fall - 2012,0,University of Mumbai,,68,,100,,University of Texas Dallas,1
mssakura90,Electrical and computer science,0,0,Communication/Telecom,112,MS,Electronics & Telecom,,0,550,760,http://www.edulix.com/unisearch/user.php?uid=5246,0,3,81,Fall - 2011,0,MU,,71,,100,,University of Texas Dallas,1
msusa13,MIS-management related courses,0,0,,,MS,Computer Science,,0,,,http://www.edulix.com/unisearch/user.php?uid=176839,0,,0,Fall - 2013,0,PSG College of Technology,,0,,0,,University of Texas Dallas,1
MSVBabu,Electrical Engineering,0,34,VLSI / Embedded Systems,99,MS,Electronics and Communication,27,3,147,165,http://www.edulix.com/unisearch/user.php?uid=161486,0,3.5,9.8,Fall - 2014,0,PSG College of Technology,,8.55,,10,,University of Texas Dallas,1
mtravel13,MIS,0,0,INFORMATION SYSTEMS,113,MS,ELECTRONICS AND TELECOM,,0,158,161,http://www.edulix.com/unisearch/user.php?uid=128033,0,3.5,0,Fall - 2014,0,NIT RAIPUR,,3.68,,5,,University of Texas Dallas,1
MUGDHAKKADAM,MIS,0,0,,104,MS,COMPUTER SCIENCE,,0,147,154,http://www.edulix.com/unisearch/user.php?uid=151406,0,3.5,0,Fall - 2012,0,Atharva College,,70,,100,,University of Texas Dallas,1
mugmv,Computer Science,0,24,,113,MS,ee,,0,151,165,http://www.edulix.com/unisearch/user.php?uid=213186,0,3.5,0,Fall,0,nitk,,7.59,,10,,University of Texas Dallas,1
mukeshbhaarathi,MIS-management related courses,0,0,,,MS,ECE,,0,27,44,http://www.edulix.com/unisearch/user.php?uid=217144,0,4,9.4,Fall - 2014,0,Coimbatore Insitute of Technology,,9.15,,10,,University of Texas Dallas,1
MukteshKhole,Computer Science,0,0,Graphics & Vision,113,MS,Computer Science,,0,160,168,http://www.edulix.com/unisearch/user.php?uid=177607,0,4,78,Fall - 2013,0,Pune University,,70,,100,,University of Texas Dallas,1
mukulj,Electrical Engineering,0,12,Signal Processing,103,MS,Instrumentation and Control,24,2,161,167,http://www.edulix.com/unisearch/user.php?uid=187659,0,3,9.38,Fall - 2014,4,COEP,,9.38,,10,,University of Texas Dallas,1
mukundkulk1986,MIS,0,0,,98,MS,Computer Science,,0,440,660,http://www.edulix.com/unisearch/user.php?uid=8616,0,,0,Fall - 2011,0,MU,,0,,0,,University of Texas Dallas,1
mulch06,Computer Engineering,0,0,Networks,,MS,CSE,,0,510,750,http://www.edulix.com/unisearch/user.php?uid=126030,0,4,85.22,Fall - 2012,0,Anna University,,85.22,,100,,University of Texas Dallas,1
mumbai247,MIS,0,0,,113,MS,Information Technology,,0,41,48,http://www.edulix.com/unisearch/user.php?uid=100103,0,5,0,Fall - 2012,0,MU,,60,,100,,University of Texas Dallas,1
munirpatel,Telecommunication,0,0,Wireless Communications,103,MS,Electronics and Communication,,0,570,690,http://www.edulix.com/unisearch/user.php?uid=8138,0,3.5,76,Fall - 2011,0,Gujarat Technological University,,71.5,,100,,University of Texas Dallas,1
Murugapandian,MIS,0,0,,95,MS,ECE,27,0,146,158,http://www.edulix.com/unisearch/user.php?uid=184899,0,4,9.01,Spring - 2014,0,Amrita Vishwa Vidhyapeetham,,6.91,,10,,University of Texas Dallas,1
musunuru.rajiv@gmail.com,Computer Science,0,0,,102,MS,CSE,,0,150,160,http://www.edulix.com/unisearch/user.php?uid=181810,0,3,0,Fall - 2014,0,JNTU,,77.92,,100,,University of Texas Dallas,1
mv6,Computer Engineering,0,0,VLSI Design,119,MS,ECE,,0,155,168,http://www.edulix.com/unisearch/user.php?uid=188452,0,4,0,Fall - 2013,0,Amrita Vishwa Vidhyapeetham,,8.79,,10,,University of Texas Dallas,1
mvpspl619,Computer Science,0,20,,100,MS,Aeronautical Engineering,,0,148,160,http://www.edulix.com/unisearch/user.php?uid=186048,0,3,85,Fall - 2015,0,JNTU,,80,,100,,University of Texas Dallas,1
mysterio14789,Electrical Engineering,0,0,DSP,114,MS,EXTC,,0,550,780,http://www.edulix.com/unisearch/user.php?uid=9747,0,4,3.7,Fall - 2011,0,NMIMS,,3.7,,4,,University of Texas Dallas,1
mysteryace,MIS-management related courses,0,0,,93,MS,Computer Science,25,0,150,159,http://www.edulix.com/unisearch/user.php?uid=96026,0,3.5,0,Fall - 2013,0,University of Pune,,56,,100,,University of Texas Dallas,1
Naani48,Computer Science,0,0,,87,MS,Information Technology,,0,143,160,http://www.edulix.com/unisearch/user.php?uid=174169,0,3.5,84,Fall - 2013,0,CVRCE,,73,,100,,University of Texas Dallas,1
nachiket.kawitkar,Management Information System,0,0,,86,MS,E&TC;,,0,145,162,http://www.edulix.com/unisearch/user.php?uid=272746,0,3,0,Fall - 2015,0,AISSMS IOIT,,0,,0,,University of Texas Dallas,1
nachiket7777,Computer Science,0,0,,92,MS,0,,0,580,800,http://www.edulix.com/unisearch/user.php?uid=129532,0,3,0,Fall - 2012,0,,,0,,0,,University of Texas Dallas,1
nagar.ravi,MIS,0,0,not decided,106,MS,0,,0,159,161,http://www.edulix.com/unisearch/user.php?uid=179044,0,3.5,0,Fall - 2013,0,,,0,,0,,University of Texas Dallas,1
Nagarjuna Daggumati,Industrial Engineering,0,9,,88,MS,Mechanical,21,2,150,160,http://www.edulix.com/unisearch/user.php?uid=217853,0,3.5,9.2,Spring - 2015,0,KL University,,7.3,,10,,University of Texas Dallas,1
nagen010,Computer Engineering,0,43,,101,MS,Electronics and Instrumentation Engineering,,0,151,162,http://www.edulix.com/unisearch/user.php?uid=178808,1,3,0,Spring - 2014,2,Amrita Vishwa Vidhyapeetham,,7.48,,10,,University of Texas Dallas,1
nagendra3901,Computer Science,0,0,computer networks,107,MS,computer science,,0,610,800,http://www.edulix.com/unisearch/user.php?uid=7136,0,4,86,Fall - 2012,0,R V College of Engineering,,79,,100,,University of Texas Dallas,1
nairaruns,MIS,0,0,,,MS,Computer Engineering,,0,410,710,http://www.edulix.com/unisearch/user.php?uid=183211,0,4,75,Fall - 2013,0,University of Mumbai,,64,,100,,University of Texas Dallas,1
Nandan Bhat,Electronics and Communication,0,0,VLSI,,MS,Electronics and communication,,0,151,159,http://www.edulix.com/unisearch/user.php?uid=132854,0,3,9.4,Fall - 2013,0,VTU,,8.9,,10,,University of Texas Dallas,1
nandhu1991,Electrical Engineering,0,0,Power Systems,111,MS,Electrical and Electronics Engineering,,0,660,770,http://www.edulix.com/unisearch/user.php?uid=128177,0,3,0,Fall - 2012,0,,,8.73,,10,,University of Texas Dallas,1
nandu28101989,Computer Science,0,0,,85,MS,Electrical and Electronics Engg,,0,137,161,http://www.edulix.com/unisearch/user.php?uid=189842,0,3.5,0,Fall - 2013,0,SASTRA,,8.1,,10,,University of Texas Dallas,1
NANDYALA PRIYANKA,Computer Science,0,0,COMPUTER SCIENCE,97,MS,CSE,,0,500,790,http://www.edulix.com/unisearch/user.php?uid=133285,0,3,90,Fall - 2012,0,CBIT,,83.22,,100,,University of Texas Dallas,1
naniglavs,Computer Science,0,36,Machine Learning,108,MS,Electronics and Computer Engineering,,0,470,770,http://www.edulix.com/unisearch/user.php?uid=249583,0,4,83.1,Fall - 2015,0,JNTU,,83.1,,100,,University of Texas Dallas,1
narak,Computer Science,0,0,CS HCI,112,MS,IT,,0,540,670,http://www.edulix.com/unisearch/user.php?uid=11052,0,4,75,Spring - 2012,0,VIIT,,58,,100,,University of Texas Dallas,1
narasimmans,Computer Science,0,54,,106,MS,Information Technology,24,0,146,160,http://www.edulix.com/unisearch/user.php?uid=240847,0,3.5,9.2,Spring - 2015,1,Madras Institute of Technology,,8.2,,10,,University of Texas Dallas,1
Naren.C.dran,Electrical Engineering,0,0,,109,MS,ECE,,0,147,161,http://www.edulix.com/unisearch/user.php?uid=193413,0,3.5,9.4,Fall - 2013,0,VIT University,,8.45,,10,,University of Texas Dallas,1
naresh244,Electrical Engineering,0,0,VLSI/Microelectronics,95,MS,Electronics and Communication,28,0,460,780,http://www.edulix.com/unisearch/user.php?uid=9274,0,2.5,9.8,Fall - 2011,0,Manipal Institue of Technology,,8.69,,10,,University of Texas Dallas,1
narkar09,Computer Science,0,0,Networks Artificial Intelligence,109,MS,CSE,,0,620,740,http://www.edulix.com/unisearch/user.php?uid=128887,0,3,9.2,Fall - 2012,0,Anna University,,8.5,,10,,University of Texas Dallas,1
narmur,Comp Science/Comp Networks/Comp Engg,0,0,,95,MS,computer science,,0,149,164,http://www.edulix.com/unisearch/user.php?uid=170119,0,3.5,88,Fall - 2013,0,Anna University,,81,,100,,University of Texas Dallas,1
nasasnape,Electronics and Communication,0,0,VLSI & Analog,107,MS,Electronics & communication,,0,150,162,http://www.edulix.com/unisearch/user.php?uid=188783,0,3,9.87,Fall - 2014,0,VTU,,9.25,,10,,University of Texas Dallas,1
nasir,Computer Science,0,0,,92,MS,Computer Science,21,0,152,155,http://www.edulix.com/unisearch/user.php?uid=199079,0,3,9.2,Fall - 2014,0,St Joseph's College of Engineering,,8.51,,10,,University of Texas Dallas,1
nateshs,Computer Science,0,0,,92,MS,Computer Science,,0,380,740,http://www.edulix.com/unisearch/user.php?uid=10032,0,3.5,0,Fall - 2011,0,VTU,,79.45,,100,,University of Texas Dallas,1
navaneethbv,Computer Science,3,24,,105,MS,INFORMATION SCIENCE,28,0,154,159,http://www.edulix.com/unisearch/user.php?uid=222788,0,3.5,78,Fall - 2014,0,Dayananda Sagar College of Engineering,,74,,100,,University of Texas Dallas,1
naveen223838,Computer Science,0,0,,85,MS,CSE,3.5,0,140,158,http://www.edulix.com/unisearch/user.php?uid=125587,0,3,76,Fall - 2012,0,JNTU,,73.4,,100,,University of Texas Dallas,1
